IsTestSet	OBJECT	SAMPLE	IsHit	spotify_popularity	Artist	Track	Album_Name	Release_Date	ISRC	All_Time_Rank	Track_Score	Spotify_Streams	Spotify_Playlist_Count	Spotify_Playlist_Reach	YouTube_Views	YouTube_Likes	TikTok_Posts	TikTok_Likes	TikTok_Views	YouTube_Playlist_Reach	Apple_Music_Playlist_Count	AirPlay_Spins	SiriusXM_Spins	Deezer_Playlist_Count	Deezer_Playlist_Reach	Amazon_Playlist_Count	Pandora_Streams	Pandora_Track_Stations	Soundcloud_Streams	Shazam_Counts	TIDAL_Popularity	Explicit_Track	region	market_size	q_popularity	q_streams	q_track_score
True	obj2938	test	0	43	W. Stone	Deep Current 3	New Dawn	07.05.2025	MV202501698	1779	83,2	395,571	158,851	78,092,729	183,442	7,658	1,345,984	98,605	244,635	8,073,980	371	243,033	70156	254	6,442,642	36	48,368,171	24,060	25,132,946	3,831,758	48	0	Americas	small	1	0	3
True	obj2939	test	0	80	S. Patel	Digital Saints	Standalone	14.05.2025	MV202501700	4513	36,4	2,966,039	25,689	16,188,255	2,234,366	91,576	265,321	739,350	2,186,788	1,149,121	83	431,120	68406	12	8,300,069	173	19,952,827	73,421	512,202	2,265,821	54	0	Europe	large	3	1	0
True	obj2940	test	0	74	Z. Ali	Iron Garden 2025	Universe Zero	09.06.2025	MV202501716	1732	108,2	7,872,915	149,386	34,025,532	4,729,219	226,730	1,736,282	151,764	507,351	8,643,392	393	484,890	65260	5	6,379,838	99	13,034,991	13,930	878,082	4,374,761	65	0	Latin America	small	3	3	4
True	obj2941	test	0	71	A. Volkov	Infinite Margin	Legacy Cycle	22.06.2025	MV202501734	1075	119,1	13,919,249	32,356	58,541,073	5,948,683	280,180	1,849,156	847,270	1,443,027	13,825,919	415	79,115	68724	252	1,680,318	155	36,484,636	93,307	20,003,585	1,206,916	86	0	Americas	large	3	4	4
True	obj2942	test	0	70	K. Olsen	Hollow Crown 2025	Standalone	20.04.2025	MV202501771	1853	19,7	7,163,156	135,611	43,604,115	3,913,209	139,402	1,106,083	655,832	1,471,830	15,363,272	105	417,818	79383	37	3,138,723	145	11,994,172	19,826	11,327,393	2,829,171	63	1	Americas	large	3	3	0
True	obj2943	test	0	70	J. Martinez	Binary Sunset	Chronicles Saga	05.10.2025	MV202501772	2537	111,6	22,384,404	58,822	25,222,367	12,782,569	291,820	1,392,549	2,308,181	6,624,765	9,960,014	94	426,729	58154	261	1,561,647	41	25,173,957	54,362	19,720,255	543,929	95	0	Europe	large	3	4	4
True	obj2944	test	0	31	J. Martinez	Winter Echo 2025	Dark Matter	30.04.2025	MV202501667	700	25,2	16,993,189	178,741	66,704,973	4,549,000	209,816	881,360	2,917,423	11,576,033	18,715,649	422	405,058	44248	235	2,885,562	99	41,765,956	62,630	5,637,348	4,698,722	50	0	Europe	large	0	4	0
True	obj2945	test	0	75	L. Nakamura	Ghost Frequency	Open Sky	13.10.2025	MV202501669	3819	82,5	12,050,285	153,595	75,123,707	8,414,762	173,871	499,684	3,195,191	7,844,863	8,410,123	144	188,708	51770	275	8,818,717	62	28,043,772	88,948	11,199,112	3,441,403	54	0	Americas	small	3	3	3
True	obj2946	test	0	78	L. Nakamura	Silent Protocol 2025	Prime Story	18.07.2025	MV202501738	48	62,8	11,988,810	136,238	30,079,867	4,639,871	86,988	858,200	2,799,455	10,991,366	17,371,438	95	187,917	82219	39	9,767,117	121	44,887,636	95,208	27,359,241	2,723,026	51	0	Americas	small	3	3	2
True	obj2947	test	0	72	P. Singh	Thunder Archive 2025	New Dawn	28.01.2025	MV202501742	1431	51,4	32,199,781	109,804	56,629,528	24,208,624	1,185,844	1,234,429	1,248,612	2,073,764	17,274,664	444	236,298	72864	212	473,140	181	16,816,326	24,849	21,536,122	588,248	15	0	Latin America	small	3	4	1
True	obj2948	test	0	34	Z. Ali	Glass Reactor	Chronicles Saga	30.04.2025	MV202501745	3995	57,2	2,174,910	154,677	70,252,965	1,700,044	84,453	1,269,519	591,069	1,022,711	12,432,933	462	367,633	35011	75	9,635,895	94	33,055,725	79,398	7,885,776	1,686,410	69	0	Latin America	small	0	0	1
True	obj2949	test	0	46	R. Silva	Parallel Lines 2025	Final Chapter	17.09.2025	MV202501764	2137	15,8	4,718,228	37,304	31,233,859	992,489	24,783	1,752,748	207,102	288,626	1,930,459	312	492,492	41746	3	2,656,634	66	7,608,630	40,545	16,551,847	626,888	93	1	Latin America	large	1	2	0
True	obj2950	test	0	47	G. Murphy	Digital Saints	Prime Story	24.05.2025	MV202501781	4038	109	4,564,330	192,783	59,079,148	1,931,268	23,385	861,320	540,332	1,271,512	5,338,411	286	139,771	24481	241	5,125,334	178	17,623,162	72,245	3,671,464	4,030,656	50	0	Europe	medium	1	2	4
True	obj2951	test	0	72	D. Rossi	Blue Static 2025	Legacy Cycle	02.12.2025	MV202501795	1605	99,4	5,775,111	47,717	5,386,209	3,981,215	169,493	1,669,336	478,910	1,743,654	13,943,672	190	429,942	35284	120	5,514,132	173	2,964,605	15,633	4,103,115	3,192,443	1	1	Latin America	medium	3	2	3
True	obj2952	test	0	84	T. Kim	Feral Harmony	Universe Zero	30.06.2025	MV202501803	3005	65,1	7,072,961	111,985	4,034,490	2,172,393	42,199	1,453,268	734,738	1,129,970	10,154,559	252	323,853	72077	218	8,177,567	149	39,353,536	25,315	19,781,872	2,609,833	17	1	Americas	small	4	3	2
True	obj2953	test	0	85	N. Fischer	Solar Drift	New Dawn	03.07.2025	MV202501807	3909	37,8	15,070,958	52,913	23,307,856	8,530,092	153,571	786,983	4,270,195	7,848,520	18,912,611	49	8,052	24715	13	9,116,237	101	22,804,699	27,934	113,397	1,059,211	83	0	Europe	small	4	4	1
True	obj2954	test	0	56	T. Kim	Hollow Crown 2025	Standalone	29.04.2025	MV202501820	741	109,7	7,145,465	51,312	76,322,816	5,411,006	96,034	1,305,930	78,104	290,743	13,870,447	364	322,514	61043	93	3,008,009	157	41,122,416	76,564	28,293,079	4,070,299	93	1	Americas	small	2	3	4
True	obj2955	test	0	55	N. Fischer	Hyperion Rise 2025	Origin Arc	18.07.2025	MV202501838	1851	36,9	3,907,412	73,147	74,490,462	2,216,143	36,582	1,963,647	1,101,094	2,281,428	10,898,965	282	207,796	70789	106	6,030,407	72	14,506,055	85,896	10,186,268	195,503	27	0	Europe	small	1	1	0
True	obj2956	test	0	43	K. Olsen	Silent Protocol	Final Chapter	27.04.2025	MV202501844	4873	34,8	5,865,437	179,026	31,549,404	4,061,869	143,254	1,239,020	1,390,856	4,701,192	9,987,069	485	411,088	45083	157	6,797,872	76	29,166,371	40,852	29,552,782	2,497,579	53	0	Americas	large	1	2	0
True	obj2957	test	0	79	Y. Tanaka	Last Signal 2025	Dark Matter	07.05.2025	MV202501857	1373	41,8	7,376,458	46,033	38,546,079	5,841,835	112,447	460,800	1,522,667	3,799,710	11,356,795	259	408,219	52913	278	728,460	182	48,656,715	4,084	4,221,131	1,162,043	46	0	Asia-Pacific	medium	3	3	1
True	obj2958	test	0	49	V. Popov	Blue Static	Final Chapter	23.06.2025	MV202501876	2005	20,6	3,791,312	76,224	18,001,301	248,052	2,832	1,752,646	730,247	1,128,249	5,376,514	149	285,292	4118	188	9,430,371	126	19,447,888	39,461	5,627,014	1,531,863	57	1	Latin America	large	1	1	0
True	obj2959	test	0	70	E. Brooks	Ember Valley 3	Dark Matter	13.09.2025	MV202501878	4681	116,5	5,254,314	138,293	44,163,006	3,346,345	157,104	1,834,099	904,365	2,841,544	8,326,262	192	214,934	66080	89	1,999,303	39	4,421,038	32,044	17,922,264	1,069,020	89	1	Americas	small	3	2	4
True	obj2960	test	0	47	A. Volkov	City of Glass	Origin Arc	28.05.2025	MV202501891	3269	46,4	1,355,843	102,887	46,816,830	1,017,132	24,001	211,461	46,346	127,391	1,822,632	190	391,718	84751	295	5,350,884	39	25,566,156	5,561	23,240,186	583,661	25	0	Americas	large	1	0	1
True	obj2961	test	0	48	Y. Tanaka	Velvet Storm 2025	Final Chapter	01.05.2025	MV202501910	2256	69,2	4,641,260	12,695	35,453,662	966,938	13,964	58,883	980,448	1,185,361	13,263,831	193	267,646	33610	98	5,106,600	47	21,289,485	74,604	27,263,876	4,292,671	37	1	Asia-Pacific	medium	1	2	2
True	obj2962	test	0	53	J. Martinez	Lunar Cartography	New Dawn	06.09.2025	MV202501829	122	107,4	9,729,039	188,083	50,736,746	5,436,176	127,175	190,759	2,484,225	5,092,359	18,997,624	196	223,427	86523	51	3,076,561	48	8,901,006	67,497	8,950,655	1,418,910	92	1	Europe	large	1	3	4
True	obj2963	test	0	30	D. Rossi	Obsidian Heart	Universe Zero	20.01.2025	MV202501836	2843	119	9,028,287	80,397	7,229,854	3,207,659	33,447	1,825,915	1,534,032	4,242,023	9,444,030	492	71,600	79117	281	5,033,124	53	3,586,177	37,842	4,791,485	2,300,726	94	0	Latin America	medium	0	3	4
True	obj2964	test	0	74	P. Singh	Crimson Archive 2025	Chronicles Saga	15.07.2025	MV202501847	346	93,6	29,295,932	331	51,196,213	7,522,068	279,168	694,578	524,517	873,004	6,632,591	100	15,778	32778	140	6,535,828	176	26,698,353	80,042	18,556,772	750,181	86	0	Latin America	small	3	4	3
True	obj2965	test	0	81	R. Silva	Electric Mirage 3	New Dawn	17.11.2025	MV202501852	4924	71,2	16,838,621	171,992	48,063,401	7,290,086	143,782	542,211	2,095,564	7,089,027	662,102	479	182,821	6141	104	4,781,289	22	38,249,045	43,851	11,807,069	4,344,944	49	1	Latin America	large	3	4	2
True	obj2966	test	0	94	I. Hassan	Arctic Pulse	Prime Story	12.04.2025	MV202501882	4533	58,1	13,706,138	121,616	49,415,665	10,504,737	115,644	1,662,235	898,198	2,971,428	18,484,234	84	88,484	91372	21	1,325,456	92	39,596,207	38,911	11,936,029	4,401,497	37	0	Americas	large	4	4	1
True	obj2967	test	0	58	E. Brooks	Neon Horizon 2025	New Dawn	24.04.2025	MV202501902	1804	101,7	30,324,344	145,469	11,446,575	20,819,785	615,821	832,230	2,870,931	10,677,341	13,309,579	284	64,100	12781	208	7,983,709	151	21,058,123	88,357	1,486,854	141,406	85	0	Americas	small	2	4	4
True	obj2968	test	0	88	M. Chen	White Noise	Prime Story	27.02.2025	MV202501906	1031	37,2	6,460,628	145,082	48,613,028	1,338,081	29,348	1,937,316	869,885	1,407,443	16,360,241	332	280,469	58570	0	1,912,034	158	7,245,275	75,728	25,091,051	1,799,382	91	0	Asia-Pacific	large	4	2	0
True	obj2969	test	0	69	G. Murphy	Deep Current 2025	Universe Zero	15.11.2025	MV202501942	2795	29,2	10,691,978	199,617	73,757,359	6,199,611	126,287	1,785,431	2,616,107	8,650,573	14,728,249	73	440,491	52791	129	1,085,455	42	9,488,710	65,242	323,710	2,137,825	80	0	Europe	medium	3	3	0
True	obj2970	test	0	85	M. Chen	Nova Protocol	Chronicles Saga	23.04.2025	MV202501928	2334	89,7	5,919,778	91,862	40,696,421	2,395,030	85,589	554,386	153,660	523,164	5,105,330	428	115,150	99129	202	3,491,139	93	4,469,383	82,739	20,832,468	2,814,217	78	1	Asia-Pacific	large	4	2	3
True	obj2971	test	0	66	N. Fischer	Shadow Circuit 2025	Chronicles Saga	09.03.2025	MV202501929	3553	28,8	1,122,272	34,607	70,237,092	115,753	1,208	415	122,344	329,439	10,247,685	374	326,372	91878	192	2,983,756	157	15,415,048	45,785	13,358,955	800,510	50	0	Europe	small	2	0	0
True	obj2972	test	0	31	V. Popov	Desert Oracle	Legacy Cycle	09.08.2025	MV202501931	3753	43,8	3,953,467	154,539	65,004,160	2,780,174	131,923	1,043,505	581,810	2,282,923	2,082,017	484	72,225	75655	224	469,708	75	38,628,714	68,166	9,724,846	4,897,612	57	0	Latin America	large	0	1	1
True	obj2973	test	0	43	M. Chen	Hollow Crown 2025	Standalone	28.05.2025	MV202501935	1809	84,3	4,285,525	43,866	46,899,675	2,924,851	59,346	1,672,239	647,988	1,577,136	15,956,858	58	374,272	3911	241	6,730,357	4	43,606,494	75,711	784,488	4,158,457	76	0	Asia-Pacific	large	1	2	3
True	obj2974	test	0	69	G. Murphy	Nova Protocol 2025	Final Chapter	06.09.2025	MV202501945	297	15,9	16,957,061	91,509	44,522,995	9,228,771	302,285	356,861	4,202,892	8,382,166	5,225,345	79	99,816	34437	172	7,223,197	126	19,079,211	51,427	847,640	3,627,845	78	1	Europe	medium	3	4	0
True	obj2975	test	0	60	S. Patel	Velvet Storm 4	Origin Arc	03.07.2025	MV202501968	4784	16	3,804,857	163,093	59,753,678	1,437,612	54,565	1,552,540	848,202	2,847,845	18,862,138	125	437,801	75234	298	6,364,543	60	43,521,665	98,183	16,898,919	4,438,874	14	0	Europe	large	2	1	0
True	obj2976	test	0	79	S. Patel	Crystal Fault 2025	Prime Story	15.08.2025	MV202501970	3558	50,8	282,918	39,527	44,247,074	126,915	2,124	1,340,685	58,126	80,085	19,950,330	494	359,914	56369	48	1,022,905	20	43,552,090	50,394	21,835,293	1,411,702	15	0	Europe	large	3	0	1
True	obj2977	test	0	85	Z. Ali	Deep Current 2025	Prime Story	07.08.2025	MV202501971	1584	53,8	25,122,782	40,581	46,481,102	17,607,802	790,484	157,771	254,564	588,047	5,906,385	229	447,793	36515	295	3,295,166	80	14,285,728	9,176	27,951,399	4,878,570	90	0	Latin America	small	4	4	1
True	obj2978	test	0	81	B. Carter	Thunder Archive 2025	Dark Matter	11.04.2025	MV202501988	68	107,1	1,658,920	182,996	29,378,887	931,349	43,953	822,045	120,605	229,748	15,801,955	315	467,907	68874	148	407,256	156	38,846,466	95,951	19,557,719	4,017,169	55	0	Asia-Pacific	large	3	0	4
True	obj2979	test	0	58	N. Fischer	Velvet Storm 2025	Chronicles Saga	05.10.2025	MV202502000	3466	100	4,455,102	169,361	47,129,742	3,342,025	40,649	1,580,586	1,328,983	3,306,085	5,868,344	108	398,067	50629	133	6,488,542	27	11,850,117	72,369	26,919,493	2,358,537	99	0	Europe	small	2	2	4
True	obj2980	test	0	46	A. Volkov	Kinetic Prayer	Prime Story	26.01.2025	MV202502003	2749	47,1	736,422	137,869	38,908,390	242,532	5,839	365,869	75,468	297,681	18,419,330	210	417,038	4056	143	7,965,467	31	32,048,438	58,387	28,472,467	1,387,105	10	0	Americas	large	1	0	1
True	obj2981	test	0	89	E. Brooks	Aurora Debt 2025	Open Sky	25.03.2025	MV202502005	1178	45,5	3,062,611	198,251	57,481,710	2,276,728	69,298	471,539	71,934	149,157	18,699,962	67	242,233	1687	276	3,546,335	101	39,224,386	60,924	662,126	2,176,409	25	1	Americas	small	4	1	1
True	obj2982	test	0	43	O. Dubois	Velvet Storm 3	Final Chapter	10.09.2025	MV202502026	1102	42,4	12,784,190	36,151	36,484,434	1,657,653	62,449	804,971	3,630,246	6,998,028	8,463,224	433	218,132	85891	109	2,501,840	56	31,816,828	83,112	17,378,479	3,222,682	21	0	Latin America	large	1	3	1
True	obj2983	test	0	75	B. Carter	Crystal Fault 2025	Chronicles Saga	01.04.2025	MV202502028	629	67,7	8,031,567	43,150	29,282,123	1,478,063	62,876	1,423,601	118,408	204,721	8,254,118	375	295,157	81914	86	1,407,645	112	21,319,430	48,129	8,891,249	937,650	95	0	Asia-Pacific	large	3	3	2
True	obj2984	test	0	89	I. Hassan	Hyperion Rise	Universe Zero	25.07.2025	MV202502029	760	71,7	3,005,853	95,683	8,838,629	246,056	3,347	1,963,598	90,234	257,347	16,844,312	143	154,986	64619	168	5,825,650	42	41,568,845	27,208	1,203,347	55,518	16	0	Americas	large	4	1	2
True	obj2985	test	0	67	D. Rossi	Jade Frequency	Origin Arc	04.04.2025	MV202502049	3106	58,1	2,279,206	48,719	23,600,056	681,570	19,143	1,117,031	215,101	361,341	956,356	95	331,456	51171	108	9,000,727	31	36,475,597	67,399	2,319,967	2,425,315	67	1	Latin America	medium	2	1	1
True	obj2986	test	0	36	R. Silva	Quantum Rain 2025	Prime Story	01.09.2025	MV202502052	530	28,9	4,604,875	157,218	9,553,376	3,135,620	49,473	1,109,885	690,355	1,676,056	16,029,236	264	398,819	76719	1	5,297,164	54	17,294,356	40,684	17,918,131	4,028,351	62	0	Latin America	large	0	2	0
True	obj2987	test	0	72	B. Carter	Neon Horizon	Origin Arc	11.01.2025	MV202501979	3920	103,5	3,574,566	178,966	79,638,242	1,559,373	58,005	1,045,613	987,260	3,151,724	7,204,366	354	126,543	72081	16	3,001,084	117	25,084,784	6,664	6,465,157	2,999,815	75	0	Asia-Pacific	large	3	1	4
True	obj2988	test	0	45	V. Popov	Silver Transit 2025	Legacy Cycle	09.02.2025	MV202501995	1066	38,9	4,913,942	134,522	65,309,541	1,395,112	68,920	1,992,285	537,246	945,404	17,754,058	244	94,049	17319	118	3,030,363	10	4,833,488	63,562	9,304,206	2,810,170	96	0	Latin America	large	1	2	1
True	obj2989	test	0	73	D. Rossi	Violet Engine 2025	Open Sky	08.07.2025	MV202502022	2005	60,5	7,862,423	84,820	75,054,325	485,783	14,859	1,605,439	140,467	421,594	11,656,011	294	74,004	88878	63	6,326,125	21	399,422	92,418	18,984,533	392,120	49	1	Latin America	medium	3	3	2
True	obj2990	test	0	74	M. Chen	Burning Atlas 2025	New Dawn	05.04.2025	MV202502090	466	112	24,120,525	69,335	11,169,605	16,701,973	634,478	567,577	2,666,177	10,354,032	17,587,435	399	310,861	3252	279	5,411,940	141	21,304,576	71,306	17,861,909	2,054,993	61	1	Asia-Pacific	large	3	4	4
True	obj2991	test	0	84	T. Kim	Parallel Lines 2	New Dawn	05.01.2025	MV202502091	4685	81,9	25,496,714	137,234	9,935,078	18,536,680	296,696	18,073	308,330	732,079	12,297,653	256	193,161	4916	214	4,667,690	136	22,362,353	9,324	10,863,332	4,463,329	38	0	Americas	small	4	4	3
True	obj2992	test	0	86	E. Brooks	Ember Valley 2025	Chronicles Saga	22.02.2025	MV202502065	4387	43	3,277,028	74,493	2,914,369	1,165,809	13,964	1,661,946	423,457	1,512,119	3,137,481	465	398,754	23091	165	6,983,543	80	17,951,142	89,946	14,200,383	576,473	33	0	Americas	small	4	1	1
True	obj2993	test	0	40	C. Wright	Shadow Circuit 2025	Universe Zero	24.04.2025	MV202502069	3506	109,7	19,250,206	190,977	48,730,441	1,923,273	53,346	1,696,550	5,163,141	8,836,569	6,382,017	467	136,709	59535	18	9,992,754	69	30,988,629	67,929	10,352,896	3,909,062	81	0	Europe	small	0	4	4
True	obj2994	test	0	42	M. Chen	Iron Garden	Origin Arc	02.06.2025	MV202502101	1817	76,2	465,336	100,781	71,847,229	244,637	5,427	848,884	109,692	217,632	12,438,260	160	355,050	18757	254	1,992,353	94	32,280,714	77,560	4,729,846	2,056,139	44	0	Asia-Pacific	large	0	0	2
True	obj2995	test	0	88	K. Olsen	Crimson Archive 2025	Chronicles Saga	01.01.2025	MV202502119	108	119,6	254,369	151,925	32,345,929	179,671	8,080	1,045,610	39,804	50,741	15,402,243	377	34,389	70289	54	8,655,069	132	19,250,636	4,992	20,113,932	3,193,850	42	1	Americas	large	4	0	4
True	obj2996	test	0	56	K. Olsen	Hyperion Rise	Standalone	27.12.2025	MV202502120	2329	110,7	8,479,515	114,318	15,558,667	4,202,798	115,284	465,789	1,164,135	3,333,055	4,302,768	419	271,900	36643	132	5,762,029	108	21,991,394	98,653	14,628,214	2,455,174	10	0	Americas	large	2	3	4
True	obj2997	test	0	64	O. Dubois	Burning Atlas	Chronicles Saga	17.11.2025	MV202502122	1331	101,1	5,831,992	68,387	75,886,764	1,091,008	54,028	1,170,931	1,392,985	5,534,960	12,145,069	352	383,624	87969	70	603,918	20	19,385,491	44,557	5,288,880	2,600,825	94	0	Latin America	large	2	2	4
True	obj2998	test	0	60	Y. Tanaka	Final Orbit 2025	New Dawn	31.01.2025	MV202502136	4495	56,5	11,950,824	60,643	6,632,189	3,544,871	83,793	325,474	2,144,550	6,841,942	12,437,998	55	339,310	30500	105	9,374,958	81	38,165,484	23,669	5,384,946	4,730,087	0	0	Asia-Pacific	medium	2	3	1
True	obj2999	test	0	37	E. Brooks	Broken Compass 2025	Legacy Cycle	14.12.2025	MV202502171	2557	69,5	27,318,561	38,597	52,976,193	15,411,866	595,089	1,325,877	1,545,984	2,513,517	2,980,147	5	63,373	95433	226	8,480,629	124	14,494,095	67,024	17,216,880	2,736,798	54	0	Americas	small	0	4	2
True	obj3000	test	0	74	G. Murphy	Ghost Frequency 2025	Prime Story	05.01.2025	MV202502192	576	114,8	13,930,102	102,360	78,367,166	5,008,537	52,352	1,252,693	2,134,219	4,944,349	13,793,764	494	402,682	43080	286	2,715,782	174	45,908,417	87,934	29,770,233	4,636,135	43	0	Europe	medium	3	4	4
True	obj3001	test	0	55	W. Stone	Glass Reactor	Prime Story	04.05.2025	MV202502196	4143	73,4	35,173,336	122,457	18,940,940	5,958,157	68,874	1,775,315	8,846,420	21,741,072	6,886,372	224	197,536	77680	276	2,472,850	171	890,922	8,511	28,932,243	2,483,956	98	0	Americas	small	1	4	2
True	obj3002	test	0	45	H. Andersson	Neon Horizon 2025	Dark Matter	08.10.2025	MV202502112	2429	36	2,035,554	77,827	6,134,006	1,212,444	55,692	1,491,175	457,151	1,250,677	15,149,098	85	228,447	60132	185	4,711,832	65	43,374,779	95,464	26,756,942	2,763,230	13	0	Asia-Pacific	large	1	0	0
True	obj3003	test	0	61	K. Olsen	Lunar Cartography 2025	Legacy Cycle	05.12.2025	MV202502115	962	52,1	8,739,127	136,984	78,342,057	1,241,940	53,452	103,103	1,848,068	5,907,135	12,011,967	339	336,985	40268	267	798,236	17	45,253,754	85,883	21,807,277	1,748,570	99	0	Americas	large	2	3	1
True	obj3004	test	0	57	Q. Jensen	Hollow Crown 2025	New Dawn	22.05.2025	MV202502128	638	88,9	19,393,765	26,814	44,699,059	10,096,132	123,338	436,355	5,487,904	14,380,112	15,083,801	434	276,336	52982	234	2,516,613	122	48,059,767	9,262	5,955,415	569,695	65	1	Americas	medium	2	4	3
True	obj3005	test	0	78	V. Popov	Paper Kingdom	Prime Story	25.07.2025	MV202502180	4628	107,7	5,533,950	44,481	56,683,992	2,841,743	60,011	1,285,288	807,518	1,344,598	14,188,006	296	50,034	80114	106	7,860,410	171	2,541,089	70,763	12,480,187	4,912,373	75	0	Latin America	large	3	2	4
True	obj3006	test	0	41	Q. Jensen	Silver Transit	Chronicles Saga	14.03.2025	MV202502185	812	81,5	8,604,913	122,461	64,737,937	5,274,490	158,168	1,422,101	1,808,656	5,571,086	9,040,010	333	370,366	99347	266	3,561,072	75	25,923,114	67,110	26,357,936	831,884	51	1	Americas	medium	0	3	3
True	obj3007	test	0	69	A. Volkov	Final Orbit 2025	Open Sky	15.04.2025	MV202502222	2287	45	5,273,526	169,716	37,917,114	3,811,510	146,904	36,306	926,238	1,215,126	4,194,410	414	293,940	11562	21	5,133,945	143	8,041,379	46,282	13,172,586	3,902,231	25	0	Americas	large	3	2	1
True	obj3008	test	0	54	A. Volkov	Silent Protocol 2025	Open Sky	05.10.2025	MV202502234	501	71,1	1,947,848	170,032	13,444,678	1,338,168	56,456	1,857,866	182,969	453,647	3,050,623	433	99,530	10938	63	1,792,150	173	1,559,368	23,155	22,790,388	1,229,297	62	0	Americas	large	1	0	2
True	obj3009	test	0	84	N. Fischer	Thunder Archive 2025	Final Chapter	08.11.2025	MV202502241	4082	94,4	3,434,699	152,753	1,333,482	937,181	10,137	583,293	814,154	1,838,367	1,445,101	179	68,341	89675	45	8,527,455	79	46,181,152	58,417	10,702,103	2,424,933	81	0	Europe	small	4	1	3
True	obj3010	test	0	69	H. Andersson	Shadow Circuit 2025	Standalone	24.08.2025	MV202502224	821	96,5	2,005,241	99,110	49,418,722	409,504	12,489	89,706	331,370	1,187,407	4,176,995	346	456,690	1031	64	26,683	188	31,615,792	81,481	10,556,363	2,307,818	40	0	Asia-Pacific	large	3	0	3
True	obj3011	test	0	67	F. Nguyen	Final Orbit 2025	Final Chapter	29.10.2025	MV202502263	1019	20,8	2,055,681	37,425	25,529,441	164,878	6,816	1,785,295	367,940	453,157	15,992,570	207	29,135	97215	74	7,366,931	87	16,490,933	27,913	1,437,223	3,718,866	58	0	Asia-Pacific	large	2	0	0
True	obj3012	test	0	59	O. Dubois	Quantum Rain	Legacy Cycle	08.10.2025	MV202502267	54	80,7	12,460,665	80,314	70,801,288	5,975,390	168,060	1,879,627	1,057,002	3,920,962	2,676,683	227	36,186	23971	167	4,304,488	196	29,555,022	70,645	16,707,138	59,952	18	1	Latin America	large	2	3	3
True	obj3013	test	0	70	I. Hassan	Kinetic Prayer 2025	Prime Story	04.07.2025	MV202502280	564	48,2	30,197,896	62,666	25,525,045	17,097,016	252,721	47,469	4,310,085	6,105,407	7,378,855	154	179,887	17960	295	4,902,359	95	28,503,947	54,099	15,330,383	189,644	5	0	Americas	large	3	4	1
True	obj3014	test	0	32	F. Nguyen	Silver Transit 2025	Universe Zero	17.05.2025	MV202502296	4454	37,9	5,778,334	1,055	62,835,865	2,451,476	61,548	1,507,737	207,634	570,019	19,798,362	484	405,287	79192	206	3,768,380	119	19,913,095	94,676	10,701,119	1,580,056	14	0	Asia-Pacific	large	0	2	1
True	obj3015	test	0	39	Z. Ali	Hyperion Rise	New Dawn	26.09.2025	MV202502301	4538	105,6	16,281,184	67,276	50,925,369	7,796,143	94,115	1,170,762	1,352,230	5,064,000	4,922,298	106	42,374	18471	65	4,079,875	164	34,655,366	64,678	16,296,068	245,008	57	0	Latin America	small	0	4	4
True	obj3016	test	0	75	D. Rossi	City of Glass 2025	Chronicles Saga	07.03.2025	MV202502316	635	74,4	1,188,431	50,598	68,562,839	381,652	4,198	384,813	124,610	211,629	16,288,221	159	315,980	44213	271	1,132,803	21	2,363,776	46,509	11,566,773	4,618,921	18	0	Latin America	medium	3	0	2
True	obj3017	test	0	90	N. Fischer	Desert Oracle 2025	Legacy Cycle	12.02.2025	MV202502317	4584	68,9	1,780,343	24,469	4,729,497	95,722	1,689	1,278,692	322,354	576,459	11,482,245	55	237,889	72128	43	4,333,795	194	25,050,034	8,488	22,073,389	3,894,467	77	0	Europe	small	4	0	2
True	obj3018	test	0	52	F. Nguyen	Hollow Crown	Final Chapter	03.08.2025	MV202502335	166	112,5	27,859,657	154,795	27,442,104	7,104,352	212,398	596,886	7,845,066	13,123,394	6,882,525	323	266,536	88187	287	626,574	130	20,917,662	395	11,982,019	311,040	11	0	Asia-Pacific	large	1	4	4
True	obj3019	test	0	51	I. Hassan	Midnight Cartel 2025	New Dawn	03.06.2025	MV202502253	3846	26,4	4,360,148	46,111	23,947,029	284,843	3,410	271,443	943,066	3,047,502	9,258,754	1	23,246	91694	169	4,830,327	189	31,422,175	41,623	6,824,648	623,147	12	0	Americas	large	1	2	0
True	obj3020	test	0	79	V. Popov	Paper Kingdom 2	Prime Story	05.04.2025	MV202502274	1904	22,8	18,972,254	120,942	71,570,945	9,501,739	291,629	309,529	4,830,497	7,910,422	7,340,609	304	200,730	27732	213	8,259,547	33	41,768,685	16,632	8,103,639	2,223,258	89	0	Latin America	large	3	4	0
True	obj3021	test	0	37	E. Brooks	Red Meridian 2025	Open Sky	29.12.2025	MV202502276	1080	21,8	9,668,145	40,714	30,681,155	2,755,945	108,675	870,871	712,395	1,370,518	5,208,490	98	15,600	73648	110	11,560	185	9,120,481	94,914	7,140,802	2,921,392	13	0	Americas	small	0	3	0
True	obj3022	test	0	37	N. Fischer	Blue Static	Open Sky	08.02.2025	MV202502292	966	77,3	11,863,152	64,946	52,645,836	7,672,169	153,874	396,528	563,982	1,473,340	16,208,636	6	478,587	34668	12	5,496,185	32	7,330,057	75,406	25,943,818	3,616,783	90	0	Europe	small	0	3	2
